Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
80,3.0,0.0,0.0,1587.0,20.0,182.0,4509.0,0.1,3721.0,0.0,0.0,677.8417131900787,,,,,,,,,,,,,,,,,,,,,1737.8644892575505,1010.9106303529156,3411.5283080429044,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,120.0,1.0,120.0,4629.0,0.1,2399.0,0.0,0.0,823.8121068477631,,,,,,,,,,,,,,,,,,,,,1128.584799440276,685.55363590638,2268.103763490384,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,181.0,2.0,61.0,4690.0,0.1,1160.0,0.0,0.0,829.710111618042,,,,,,,,,,,,,,,,,,,,,543.8581739897423,354.5717742703504,1129.0816856762929,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,215.0,3.0,34.0,4724.0,0.1,573.0,0.0,0.0,832.9877018928528,,,,,,,,,,,,,,,,,,,,,253.3794026868744,189.94873039061062,565.5155659249303,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,302.0,4.0,87.0,4811.0,0.1,1646.0,0.0,0.0,840.843368768692,,,,,,,,,,,,,,,,,,,,,750.4311953634417,498.3168329236476,1583.8786594436078,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,698.0,5.0,396.0,5207.0,0.1,6935.0,0.0,0.0,874.9773252010345,,,,,,,,,,,,,,,,,,,,,2931.9889648133485,1692.87846223807,5785.497579595528,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,871.0,6.0,173.0,5380.0,0.1,3372.0,0.0,0.0,890.0723774433136,,,,,,,,,,,,,,,,,,,,,1512.4176820612659,961.1009692223624,3116.581787997608,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,933.0,7.0,62.0,5442.0,0.1,1041.0,0.0,0.0,896.0281093120575,,,,,,,,,,,,,,,,,,,,,435.1827271005721,337.87948079674374,1016.0497543787674,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,1028.0,8.0,95.0,5537.0,0.1,1514.0,0.0,0.0,904.6386523246765,,,,,,,,,,,,,,,,,,,,,619.8111423115893,454.29032516161374,1458.0325485449403,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,1339.0,9.0,311.0,5848.0,0.1,6170.0,0.0,0.0,931.4584872722626,,,,,,,,,,,,,,,,,,,,,2755.122796195358,1570.5418875221235,5323.799084753668,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1452.0,10.0,113.0,5961.0,0.1,2212.0,0.0,0.0,941.5781881809235,,,,,,,,,,,,,,,,,,,,,1024.225542987364,645.5430350305561,2100.4613358527968,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1509.0,11.0,57.0,6018.0,0.1,1016.0,0.0,0.0,947.1759080886841,,,,,,,,,,,,,,,,,,,,,451.1250468190806,323.06024361309755,992.2694188996927,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1559.0,12.0,50.0,6068.0,0.1,909.0,0.0,0.0,951.8569827079773,,,,,,,,,,,,,,,,,,,,,415.05156391304445,287.39220689375486,890.026584947658,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1620.0,13.0,61.0,6129.0,0.1,920.0,0.0,0.0,957.5438573360443,,,,,,,,,,,,,,,,,,,,,406.7331262045114,268.0403771469208,896.9823470132042,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1658.0,14.0,38.0,6167.0,0.1,637.0,0.0,0.0,961.2391393184662,,,,,,,,,,,,,,,,,,,,,277.1699439217641,210.73046075559336,627.7223591268677,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1772.0,15.0,114.0,6281.0,0.1,2233.0,0.0,0.0,971.4171612262726,,,,,,,,,,,,,,,,,,,,,1053.4730483630385,636.5605943712072,2117.136227805998,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1798.0,16.0,26.0,6307.0,0.1,405.0,0.0,0.0,974.2963969707489,,,,,,,,,,,,,,,,,,,,,173.10045244877242,139.20706876843028,401.3015901149718,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,1872.0,17.0,74.0,6381.0,0.1,1333.0,0.0,0.0,981.0945508480072,,,,,,,,,,,,,,,,,,,,,586.8574409512914,417.68215338038146,1292.1555683507374,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,1909.0,18.0,37.0,6418.0,0.1,636.0,0.0,0.0,984.8702321052551,,,,,,,,,,,,,,,,,,,,,283.65277044169846,208.55411675332414,626.7577362083377,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2029.0,19.0,120.0,6538.0,0.1,2339.0,0.0,0.0,995.5358250141144,,,,,,,,,,,,,,,,,,,,,1074.688480639829,682.7024328415545,2214.4640960512265,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2111.0,20.0,82.0,6620.0,0.1,1501.0,0.0,0.0,1002.9202969074249,,,,,,,,,,,,,,,,,,,,,666.213164933504,464.5480894524388,1449.2676064206871,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,109.0,1.0,109.0,6729.0,0.1,2148.0,0.0,0.0,1189.0648503303528,,,,,,,,,,,,,,,,,,,,,1003.0450101043557,624.6416825551814,2042.751554255582,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,175.0,2.0,66.0,6795.0,0.1,1265.0,0.0,0.0,1195.3301770687103,,,,,,,,,,,,,,,,,,,,,594.2042518328213,383.5581609709183,1228.237766674616,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,218.0,3.0,43.0,6838.0,0.1,762.0,0.0,0.0,1199.523995399475,,,,,,,,,,,,,,,,,,,,,344.2938834450023,245.2576827289742,748.6919983164996,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,457.0,4.0,239.0,7077.0,0.1,3978.0,0.0,0.0,1220.3839304447174,,,,,,,,,,,,,,,,,,,,,1764.5055434520477,957.6404055853423,3563.4064245576524,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,523.0,5.0,66.0,7143.0,0.1,1045.0,0.0,0.0,1226.430368900299,,,,,,,,,,,,,,,,,,,,,412.59550451471057,343.5845958182678,1019.8072914776926,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,641.0,6.0,118.0,7261.0,0.1,1797.0,0.0,0.0,1237.136307001114,,,,,,,,,,,,,,,,,,,,,754.6601414721232,531.0162383720339,1711.3711342035624,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,1069.0,7.0,428.0,7689.0,0.1,7907.0,0.0,0.0,1274.021300792694,,,,,,,,,,,,,,,,,,,,,3335.7639721645232,1867.7526934767563,6492.2710697820785,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,1364.0,8.0,295.0,7984.0,0.1,5614.0,0.0,0.0,1299.4584548473358,,,,,,,,,,,,,,,,,,,,,2603.931223196976,1432.812215866094,4855.546526663692,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1631.0,9.0,267.0,8251.0,0.1,5426.0,0.0,0.0,1322.719303369522,,,,,,,,,,,,,,,,,,,,,2441.2359433894735,1426.6596345427533,4783.752724811913,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1900.0,10.0,269.0,8520.0,0.1,4808.0,0.0,0.0,1346.0054488182068,,,,,,,,,,,,,,,,,,,,,2259.843848400298,1189.8776249668242,4208.51482591733,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,2092.0,11.0,192.0,8712.0,0.1,3491.0,0.0,0.0,1363.0050330162048,,,,,,,,,,,,,,,,,,,,,1510.4039320035918,960.6490480749316,3207.4140657727917,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,2209.0,12.0,117.0,8829.0,0.1,2216.0,0.0,0.0,1373.6091277599335,,,,,,,,,,,,,,,,,,,,,992.9402373780176,661.0976738141692,2104.031952099017,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,2300.0,13.0,91.0,8920.0,0.1,1770.0,0.0,0.0,1381.8853693008423,,,,,,,,,,,,,,,,,,,,,825.6829621200176,524.4790505612276,1698.2576675244593,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,2335.0,14.0,35.0,8955.0,0.1,574.0,0.0,0.0,1385.3734285831451,,,,,,,,,,,,,,,,,,,,,247.12317669476417,191.90563442196657,566.4830885096142,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,2413.0,15.0,78.0,9033.0,0.1,1257.0,0.0,0.0,1392.4868168830872,,,,,,,,,,,,,,,,,,,,,559.1950064890601,364.65848498798255,1215.8132000808152,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,2446.0,16.0,33.0,9066.0,0.1,552.0,0.0,0.0,1396.077807188034,,,,,,,,,,,,,,,,,,,,,243.3015042725674,183.70274782825655,545.0606265514818,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,2661.0,17.0,215.0,9281.0,0.1,4374.0,0.0,0.0,1414.804232120514,,,,,,,,,,,,,,,,,,,,,2007.4831414421933,1176.3909294328114,3950.287749801784,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,2698.0,18.0,37.0,9318.0,0.1,656.0,0.0,0.0,1418.3670809268951,,,,,,,,,,,,,,,,,,,,,300.68462138249475,212.07124444126993,646.1663555535995,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,2780.0,19.0,82.0,9400.0,0.1,1581.0,0.0,0.0,1425.9035668373108,,,,,,,,,,,,,,,,,,,,,736.2878414248221,473.5839804740304,1523.6702137604714,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2953.0,20.0,173.0,9573.0,0.1,3152.0,0.0,0.0,1441.2722108364105,,,,,,,,,,,,,,,,,,,,,1558.964496630186,868.539013799357,2888.0723988081945,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,132.0,1.0,132.0,9705.0,0.1,2131.0,0.0,0.0,1700.8392453193665,,,,,,,,,,,,,,,,,,,,,869.7026870944428,614.8891994967826,2020.2377004667665,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,183.0,2.0,51.0,9756.0,0.1,870.0,0.0,0.0,1705.6245572566986,,,,,,,,,,,,,,,,,,,,,374.4862199135877,282.92165113888336,852.6055613014485,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,227.0,3.0,44.0,9800.0,0.1,803.0,0.0,0.0,1710.0722126960754,,,,,,,,,,,,,,,,,,,,,371.7993749449354,254.31579200575436,788.2164722304116,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,383.0,4.0,156.0,9956.0,0.1,3095.0,0.0,0.0,1723.920429468155,,,,,,,,,,,,,,,,,,,,,1421.241498942423,875.8639567369889,2879.041530183819,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,589.0,5.0,206.0,10162.0,0.1,3565.0,0.0,0.0,1741.9529392719269,,,,,,,,,,,,,,,,,,,,,1673.5679017196262,936.9680249581852,3226.6951759023873,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,740.0,6.0,151.0,10313.0,0.1,2970.0,0.0,0.0,1755.318016052246,,,,,,,,,,,,,,,,,,,,,1355.9145271209425,848.6061835639963,2770.795727063137,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,849.0,7.0,109.0,10422.0,0.1,2128.0,0.0,0.0,1765.2616720199585,,,,,,,,,,,,,,,,,,,,,985.0781264610561,623.48821932688,2024.6738071562502,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,908.0,8.0,59.0,10481.0,0.1,1118.0,0.0,0.0,1770.7106082439423,,,,,,,,,,,,,,,,,,,,,523.6832936221588,342.9191576493468,1089.2801567095553,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,1072.0,9.0,164.0,10645.0,0.1,3103.0,0.0,0.0,1785.1692290306091,,,,,,,,,,,,,,,,,,,,,1359.149149326658,907.34276181723,2885.8683904228824,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,1297.0,10.0,225.0,10870.0,0.1,4484.0,0.0,0.0,1804.7149624824524,,,,,,,,,,,,,,,,,,,,,2012.0025793184864,1225.2611811616373,4039.3741285362858,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,1472.0,11.0,175.0,11045.0,0.1,3514.0,0.0,0.0,1820.148417711258,,,,,,,,,,,,,,,,,,,,,1618.7033990208085,975.1633345562641,3237.1980641014966,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,1596.0,12.0,124.0,11169.0,0.1,2403.0,0.0,0.0,1831.5159413814545,,,,,,,,,,,,,,,,,,,,,1095.899733791341,703.2077069045207,2271.6494602809757,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,1671.0,13.0,75.0,11244.0,0.1,1434.0,0.0,0.0,1838.4812269210815,,,,,,,,,,,,,,,,,,,,,666.4435087315092,433.59429711122255,1386.7889279120332,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1723.0,14.0,52.0,11296.0,0.1,971.0,0.0,0.0,1843.399235010147,,,,,,,,,,,,,,,,,,,,,452.9192610770075,301.85318377231147,949.3459409599744,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1799.0,15.0,76.0,11372.0,0.1,1395.0,0.0,0.0,1850.3053987026215,,,,,,,,,,,,,,,,,,,,,623.7755939363121,432.4050906475124,1350.2922891468447,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,1841.0,16.0,42.0,11414.0,0.1,741.0,0.0,0.0,1854.3616058826447,,,,,,,,,,,,,,,,,,,,,334.18318290040276,239.18199634401944,728.4204187352349,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1881.0,17.0,40.0,11454.0,0.1,639.0,0.0,0.0,1858.6053280830383,,,,,,,,,,,,,,,,,,,,,265.24889289031836,214.1019938213362,629.6487120597949,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,2031.0,18.0,150.0,11604.0,0.1,2909.0,0.0,0.0,1871.96897482872,,,,,,,,,,,,,,,,,,,,,1311.3905092751397,840.9230368472388,2717.724154192961,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,2240.0,19.0,209.0,11813.0,0.1,4228.0,0.0,0.0,1890.2561392784119,,,,,,,,,,,,,,,,,,,,,1934.8557161522224,1146.8877657677292,3831.2738717939033,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,2397.0,20.0,157.0,11970.0,0.1,2836.0,0.0,0.0,1904.130500793457,,,,,,,,,,,,,,,,,,,,,1193.7969282581328,854.507173266413,2653.878986357201,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,128.0,1.0,128.0,12098.0,0.1,2227.0,0.0,0.0,2116.190287590027,,,,,,,,,,,,,,,,,,,,,917.5598233582276,690.7945662132996,2113.777784401164,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,186.0,2.0,58.0,12156.0,0.1,1117.0,0.0,0.0,2121.7688550949097,,,,,,,,,,,,,,,,,,,,,531.7240218081328,338.88128120533446,1088.3355895786963,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,238.0,3.0,52.0,12208.0,0.1,991.0,0.0,0.0,2126.6241266727448,,,,,,,,,,,,,,,,,,,,,470.9535315078174,303.8990251013769,968.4463405964457,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,583.0,4.0,345.0,12553.0,0.1,6544.0,0.0,0.0,2156.4747211933136,,,,,,,,,,,,,,,,,,,,,2896.8243171118474,1622.389709548293,5555.701457810574,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,635.0,5.0,52.0,12605.0,0.1,951.0,0.0,0.0,2161.356986761093,,,,,,,,,,,,,,,,,,,,,435.2519387084445,299.31654220493823,930.2264218043476,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,788.0,6.0,153.0,12758.0,0.1,2492.0,0.0,0.0,2174.827704668045,,,,,,,,,,,,,,,,,,,,,1199.0071780581645,651.6402984306992,2313.175940462084,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,886.0,7.0,98.0,12856.0,0.1,1897.0,0.0,0.0,2183.8811073303223,,,,,,,,,,,,,,,,,,,,,876.9403939194706,562.2978199388493,1814.687401511513,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,1267.0,8.0,381.0,13237.0,0.1,7420.0,0.0,0.0,2216.85324382782,,,,,,,,,,,,,,,,,,,,,3131.3275033700806,1866.101582880149,6239.436855490127,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1618.0,9.0,351.0,13588.0,0.1,6630.0,0.0,0.0,2247.1690073013306,,,,,,,,,,,,,,,,,,,,,3056.4420094592024,1692.0431316454442,5568.319926212319,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,1999.0,10.0,381.0,13969.0,0.1,7320.0,0.0,0.0,2279.9423677921295,,,,,,,,,,,,,,,,,,,,,3140.0741917992164,1768.6264615951745,6135.89739181073,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,2290.0,11.0,291.0,14260.0,0.1,5490.0,0.0,0.0,2305.223106622696,,,,,,,,,,,,,,,,,,,,,2348.939047218555,1437.3892944476754,4816.086093360029,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,2448.0,12.0,158.0,14418.0,0.1,2857.0,0.0,0.0,2319.185983657837,,,,,,,,,,,,,,,,,,,,,1240.4850183581416,808.4418001911332,2666.3333675010476,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,2553.0,13.0,105.0,14523.0,0.1,2084.0,0.0,0.0,2328.563980102539,,,,,,,,,,,,,,,,,,,,,981.9337844082253,603.520832636935,1984.8646971667727,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,2611.0,14.0,58.0,14581.0,0.1,1097.0,0.0,0.0,2333.9853060245514,,,,,,,,,,,,,,,,,,,,,513.5883352957676,337.0798999267376,1069.3495062157708,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,2710.0,15.0,99.0,14680.0,0.1,1978.0,0.0,0.0,2342.905556678772,,,,,,,,,,,,,,,,,,,,,941.1998195720964,571.1001997875901,1888.5965223104606,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,2837.0,16.0,127.0,14807.0,0.1,2246.0,0.0,0.0,2354.4563925266266,,,,,,,,,,,,,,,,,,,,,939.8260078815645,692.2678062946505,2130.901769636544,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,2870.0,17.0,33.0,14840.0,0.1,452.0,0.0,0.0,2357.7186295986176,,,,,,,,,,,,,,,,,,,,,168.4490463065936,156.5305932186869,447.33540494637026,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,3018.0,18.0,148.0,14988.0,0.1,2787.0,0.0,0.0,2370.787817001343,,,,,,,,,,,,,,,,,,,,,1258.2694992030263,782.8780403370403,2605.9854790906547,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,3162.0,19.0,144.0,15132.0,0.1,2903.0,0.0,0.0,2383.486483812332,,,,,,,,,,,,,,,,,,,,,1360.3151147290382,814.0937927863855,2712.5369849118574,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,3226.0,20.0,64.0,15196.0,0.1,1203.0,0.0,0.0,2389.3611805438995,,,,,,,,,,,,,,,,,,,,,556.1689398229734,369.9729446489528,1169.7435051180607,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,123.0,1.0,123.0,15319.0,0.1,2462.0,0.0,0.0,2664.147724866867,,,,,,,,,,,,,,,,,,,,,1157.7470493017177,701.8010884240745,2324.2432752431,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,183.0,2.0,60.0,15379.0,0.1,1159.0,0.0,0.0,2670.0214993953705,,,,,,,,,,,,,,,,,,,,,551.9357189889205,350.47800207541536,1128.1390067351285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,229.0,3.0,46.0,15425.0,0.1,845.0,0.0,0.0,2674.352180480957,,,,,,,,,,,,,,,,,,,,,392.09964201640224,266.2673232737169,828.6198275024228,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,428.0,4.0,199.0,15624.0,0.1,3778.0,0.0,0.0,2691.7645075321198,,,,,,,,,,,,,,,,,,,,,1682.2152224892131,1031.4084758602842,3450.135992573803,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,1064.0,5.0,636.0,16260.0,0.1,13015.0,0.0,0.0,2746.5454256534576,,,,,,,,,,,,,,,,,,,,,5365.9328629947,2813.4369642615243,9621.50007779088,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,1588.0,6.0,524.0,16784.0,0.1,10543.0,0.0,0.0,2791.7673740386963,,,,,,,,,,,,,,,,,,,,,4340.901605089584,2467.9932989910785,8284.929132268473,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,2108.0,7.0,520.0,17304.0,0.1,10659.0,0.0,0.0,2836.4378867149353,,,,,,,,,,,,,,,,,,,,,4452.211476496688,2469.522380585235,8360.562797253437,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,2247.0,8.0,139.0,17443.0,0.1,2658.0,0.0,0.0,2848.730536699295,,,,,,,,,,,,,,,,,,,,,1188.6114901904407,780.1075175029158,2497.776057201876,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,2490.0,9.0,243.0,17686.0,0.1,4922.0,0.0,0.0,2869.833131790161,,,,,,,,,,,,,,,,,,,,,2226.8290275489226,1312.91912741519,4389.655467585318,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,2712.0,10.0,222.0,17908.0,0.1,4501.0,0.0,0.0,2889.1933138370514,,,,,,,,,,,,,,,,,,,,,2053.915153783422,1210.9563880754145,4053.1330488246817,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,3033.0,11.0,321.0,18229.0,0.1,6620.0,0.0,0.0,2917.0174865722656,,,,,,,,,,,,,,,,,,,,,2962.197452803726,1669.6890399039587,5680.489916994075,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,3280.0,12.0,247.0,18476.0,0.1,4786.0,0.0,0.0,2938.425008058548,,,,,,,,,,,,,,,,,,,,,2158.3380275645486,1227.640168345148,4261.409063910315,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
